ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"14.177.7.187","elite","AS45899","VN","VNPT","191","Vietnam Posts and Telecommunications Group","5009","socks4","47","2","2023-01-18T20:09:27.936Z","70","524","748"
"94.181.48.171","anonymous","AS21353","RU","Enforta-MSK","70","N/A","1256","http","50","139","2023-01-18T20:09:25.480Z","100","747","748"
"190.182.88.214","elite","AS8163","CO","Metrotel SA ESP","147","Metrotel SA ESP","30956","socks4","49","1","2023-01-18T20:09:21.622Z","93","752","808"
"54.36.26.122","elite","AS16276","FR","OVH SAS","6","OVH","80","socks5","50","1","2023-01-18T20:09:19.666Z","100","760","760"
"185.46.10.13","elite","AS197695","RU","\"Domain names registrar REG.RU\", Ltd","44","Reg.Ru AG","1080","socks5","46","1","2023-01-18T20:09:19.982Z","100","746","746"
"212.83.143.118","elite","AS12876","FR","Online S.A.S.","1","ONLINE","51457","socks4","73","1","2023-01-18T20:09:18.738Z","100","758","759"
"105.213.167.206","elite","AS16637","ZA","MTN SA","186","MTN SA","5678","socks4","38","1","2023-01-18T20:09:17.682Z","99","737","746"
"155.133.83.91","elite","AS199250","PL","CENTRUM KOMPUTEROWE \"PARTNET\" MIROSLAW WOLSZLEGIER","63","MIKRONET Wenderski Jaroslaw","8080","socks4","54","1","2023-01-18T20:09:17.399Z","100","762","763"
"103.76.188.2","elite","AS135758","IN","Alacriy Net System Service Private Limited","165","Alacriy Net System Service Private Limited","4153","socks4","79","1","2023-01-18T20:09:16.510Z","99","840","848"
"41.90.100.122","elite","AS37061","KE","Safaricom Limited","180","Safaricom Limited","5678","socks4","39","1","2023-01-18T20:09:16.863Z","100","763","765"
"144.126.217.189","elite","AS14061","US","DigitalOcean, LLC","146","DigitalOcean, LLC","12345","socks5","72","1","2023-01-18T20:09:16.661Z","88","716","817"
"36.93.133.170","anonymous","AS7713","ID","Telekomunikasi Indonesia","168","HSI Indihome","8080","http","41","394","2023-01-18T20:09:15.245Z","98","733","748"
"216.107.129.72","elite","AS61317","US","Colocation America Corporation","99","Ipxo LLC","10180","socks5","74","1","2023-01-18T20:09:14.902Z","100","789","789"
"206.189.107.98","elite","AS14061","NL","DigitalOcean, LLC","10","DigitalOcean, LLC","9160","socks4","99","1","2023-01-18T20:09:14.032Z","100","857","857"
"202.159.35.97","elite","AS9340","ID","PT IndoInternet","181","N/A","443","socks4","45","1","2023-01-18T20:09:14.162Z","100","825","825"
"177.137.207.124","elite","AS53059","BR","Center Prestadora Serviços S/C Ltda","234","Center Prestadora Serviços S/C Ltda","4153","socks4","40","1","2023-01-18T20:09:14.177Z","63","540","852"
"185.200.38.235","elite","AS202561","TR","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.","65","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti","10820","socks5","88","1","2023-01-18T20:09:14.706Z","59","512","862"
"203.23.49.150","elite","AS17882","MN","MCS Com Co Ltd","209","Univision LLC","5678","socks4","56","1","2023-01-18T20:09:14.155Z","100","763","763"
"177.86.64.145","elite","AS262623","BR","claudio jose lara -me","192","claudio jose lara -me","3629","socks4","1120","1","2023-01-18T20:09:14.405Z","99","785","790"
"116.58.227.73","elite","AS131090","TH","CAT-BB","202","N/A","4145","socks4","80","1","2023-01-18T20:09:14.262Z","75","644","863"
"213.96.98.213","elite","AS3352","ES","Telefonica De Espana SAU","27","TDENET (Red de servicios IP)","15724","socks4","45","1","2023-01-18T20:09:13.219Z","95","768","805"
"176.9.32.84","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","22000","socks4","41","1","2023-01-18T20:09:13.840Z","100","824","824"
"196.0.39.50","elite","AS21491","UG","Uganda Telecom Ltd","211","UTL","5678","socks4","48","1","2023-01-18T20:09:13.244Z","95","792","830"
"185.202.113.112","anonymous","AS212552","DE","BitCommand LLC","21","N/A","3128","http","42","395","2023-01-18T20:09:13.561Z","100","822","825"
"113.161.210.60","elite","AS45899","VN","VietNam Post and Telecom Corporation","169","Vietnam Posts and Telecommunications Group","4153","socks4","53","1","2023-01-18T20:09:13.832Z","93","694","748"
"103.85.114.244","anonymous","AS139901","BD","Apple Communication Ltd.","181","New CNS Online","8080","http","59","601","2023-01-18T20:09:12.113Z","99","755","761"
"45.196.150.195","elite","AS7018","US","AT&T Services, Inc.","102","Kaxy Tech LLC","5432","socks5","77","1","2023-01-18T20:09:12.266Z","98","785","803"
"177.105.68.12","elite","AS262637","BR","Netprimus Tecnologia Ltda","192","Netprimus Tecnologia Ltda","4153","socks4","39","1","2023-01-18T20:09:12.584Z","100","835","838"
"125.141.139.112","elite","AS4766","KR","Korea Telecom","217","KORNET","5566","socks4","83","1","2023-01-18T20:09:12.381Z","80","680","847"
"36.91.17.17","elite","AS7713","ID","PT. Telekomunikasi Indonesia","168","Telekomunikasi Indonesia","5678","socks4","56","1","2023-01-18T20:09:12.419Z","97","785","810"
"37.187.144.55","elite","AS16276","FR","OVH SAS","5","OVH SAS","9050","socks4","117","1","2023-01-18T20:09:12.018Z","100","857","857"
"151.251.41.199","elite","AS59484","BG","Sis Net 05 EOOD","95","N/A","5678","socks5","43","1","2023-01-18T20:09:12.832Z","77","603","783"
"154.159.243.117","anonymous","AS36926","KE","Airtel KE Mobile Broadband","181","N/A","8080","http","59","372","2023-01-18T20:09:12.645Z","94","697","744"
"139.180.152.151","elite","AS20473","SG","The Constant Company, LLC","240","Choopa, LLC","8888","socks4","57","1","2023-01-18T20:09:11.631Z","90","705","785"
"173.195.27.144","elite","AS11976","US","Fidelity Communication International Inc.","114","Fidelity Communication International Inc.","10091","socks4","225","1","2023-01-18T20:09:11.578Z","100","837","837"
"177.105.68.13","elite","AS262637","BR","Netprimus Tecnologia Ltda","195","Netprimus Tecnologia Ltda","4153","socks4","382","1","2023-01-18T20:09:11.480Z","100","845","846"
"36.89.17.211","elite","AS7713","ID","PT. Telekomunikasi Indonesia","198","Telekomunikasi Indonesia","5678","socks4","76","1","2023-01-18T20:09:11.453Z","94","711","758"
"75.182.38.113","elite","AS11426","US","Charter Communications","116","Spectrum","5678","socks4","149","1","2023-01-18T20:09:11.604Z","100","806","808"
"36.94.142.165","anonymous","AS7713","ID","PT. Telekomunikasi Indonesia","243","Telekomunikasi Indonesia","8080","http","59","476","2023-01-18T20:09:11.996Z","100","744","747"
"202.164.194.41","elite","AS57324","IQ","Al Lawn Al Akhdar International Company for Communications and Information Tech","105","Gccit","4145","socks4","79","1","2023-01-18T20:09:11.632Z","100","853","857"
"92.247.23.114","elite","AS8717","BG","Mobiltel EAD","37","Mobiltel EAD","53281","http","49","818","2023-01-18T20:09:11.742Z","100","862","862"
"72.250.153.47","elite","AS11961","US","Mid-Rivers Telephone Cooperative","133","Mid-Rivers Telephone Cooperative, Inc.","6001","socks4","48","1","2023-01-18T20:09:11.632Z","100","850","850"
"109.166.207.162","elite","AS8953","RO","Orange Romania Network","50","Orange Romania S.A","3629","socks4","106","1","2023-01-18T20:09:11.949Z","95","821","862"
"176.126.136.74","elite","AS56600","UA","Cyberlan Ltd.","51","Cyberlan Ltd","5678","socks4","96","1","2023-01-18T20:09:11.616Z","95","710","746"
"36.90.48.84","elite","AS7713","ID","PT. Telekomunikasi Indonesia","175","Telekomunikasi Indonesia","4153","socks4","90","1","2023-01-18T20:09:10.151Z","83","686","826"
"47.242.244.23","elite","AS45102","HK","Alibaba.com LLC","250","Hong Kong","1080","socks4","231","4","2023-01-18T20:09:10.082Z","100","798","798"
"197.232.39.208","elite","AS36866","KE","FAIBA","188","N/A","14880","socks4","214","1","2023-01-18T20:09:10.015Z","91","784","863"
"31.170.17.141","elite","AS42099","LV","DNET ITRisinajumi Ltd.","42","Sia Nano IT","4153","socks4","45","1","2023-01-18T20:09:10.513Z","100","860","862"
"104.16.143.127","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","63","1","2023-01-18T20:09:10.072Z","100","769","769"
"75.119.200.27","elite","AS26347","US","New Dream Network, LLC","148","New Dream Network, LLC","23456","socks4","158","1","2023-01-18T20:09:10.145Z","100","840","840"
"170.0.54.201","elite","AS264974","BR","Telecom Scae Ltda","194","Telecom Scae Ltda","8080","socks4","50","1","2023-01-18T20:09:10.575Z","91","692","760"
"43.153.177.245","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","251","Tencent Cloud Computing","443","socks4","80","1","2023-01-18T20:09:10.940Z","67","549","814"
"105.213.143.55","elite","AS16637","ZA","MTN SA","186","MTN SA","5678","socks4","318","1","2023-01-18T20:09:10.127Z","99","839","847"
"174.108.154.1","elite","AS11426","US","Spectrum","94","Fastlink Communications","32940","socks4","424","1","2023-01-18T20:09:09.866Z","100","861","862"
"177.159.145.26","elite","AS18881","BR","TELEFÔNICA BRASIL S.A","228","Global Village Telecom","4153","socks4","162","1","2023-01-18T20:09:09.823Z","92","779","848"
"173.212.196.229","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","9055","socks5","99","1","2023-01-18T20:09:09.654Z","100","805","805"
"117.94.221.78","elite","AS4134","CN","Chinanet","195","Chinanet JS","1080","socks5","320","1","2023-01-18T20:09:09.726Z","79","601","763"
"118.97.191.233","elite","AS7713","ID","PT. TELKOM INDONESIA","184","N/A","4153","socks4","179","1","2023-01-18T20:09:09.567Z","88","760","862"
"31.172.189.205","elite","AS31242","PL","Fibertech Networks Sp. z o.o","40","Fibertech Networks Sp. z o.o.","1080","socks4","196","1","2023-01-18T20:09:09.651Z","100","753","754"
"45.76.144.30","elite","AS20473","SG","The Constant Company","182","Vultr Holdings, LLC","41086","socks4","130","1","2023-01-18T20:09:09.112Z","66","566","863"
"177.38.5.16","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","238","FÁBIO MENDES DIAS LTDA ME","4153","socks4","112","1","2023-01-18T20:09:09.871Z","98","774","789"
"161.117.180.105","elite","AS45102","SG","Alibaba.com Singapore E-Commerce Private Limited","324","N/A","1080","socks5","59","1","2023-01-18T20:09:09.224Z","100","825","829"
"200.218.240.9","elite","AS28594","BR","All Net Informatica Ltda","195","All Net Informatica Ltda","5678","socks4","456","1","2023-01-18T20:09:09.998Z","94","809","860"
"43.153.168.234","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","227","Tencent Cloud Computing","443","socks5","290","1","2023-01-18T20:09:09.233Z","94","767","816"
"103.26.247.102","elite","AS58717","BD","Summit Communications Limited","203","N/A","56707","socks4","139","1","2023-01-18T20:09:09.793Z","99","766","774"
"182.75.30.6","elite","AS9498","IN","Bharti Airtel","308","Bharti Airtel Ltd","5678","socks4","442","1","2023-01-18T20:09:08.597Z","97","740","766"
"190.211.161.210","elite","AS262589","CL","INTERNEXA Chile S.A","223","Tumundo Digital Telecomunicaciones SPA","32410","socks4","563","1","2023-01-18T20:09:08.223Z","98","851","864"
"88.119.49.4","elite","AS8764","LT","Telia Lietuva, AB","37","Telia Lietuva, AB","4153","socks4","193","1","2023-01-18T20:09:08.218Z","100","861","862"
"172.67.255.224","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","208","1","2023-01-18T20:09:08.152Z","100","768","768"
"103.47.93.238","elite","AS134058","IN","Broban Internet Services Pvt.ltd","147","Broban  PVT Ltd.","1080","socks4","398","1","2023-01-18T20:09:08.207Z","100","860","861"
"8.9.31.216","elite","AS20473","US","The Constant Company, LLC","81","Level 3","8080","socks5","163","1","2023-01-18T20:09:08.999Z","100","784","785"
"166.62.52.25","elite","AS26496","US","GoDaddy.com, LLC","131","GoDaddy.com, LLC","30867","socks5","68","1","2023-01-18T20:09:08.287Z","81","695","862"
"188.169.84.30","elite","AS35805","GE","JSC \"Silknet\"","91","UTG MPLS DSL","5678","socks4","368","1","2023-01-18T20:09:08.813Z","98","832","848"
"211.144.20.13","elite","AS4808","CN","China Unicom Beijing Province Network","246","Bgtelecom","8080","socks4","63","1","2023-01-18T20:09:08.997Z","99","777","783"
"89.19.175.117","elite","AS15582","RU","OJSC Comcor","54","JSC AKADO-Stolitsa","4145","socks4","509","1","2023-01-18T20:09:08.354Z","100","860","862"
"50.250.75.153","elite","AS7922","US","Comcast Cable Communications, LLC","108","Comcast Cable Communications, LLC","39593","socks4","463","1","2023-01-18T20:09:08.763Z","95","710","744"
"176.192.80.10","anonymous","AS12714","RU","Net By Net Holding LLC","58","Net By Net Holding LLC","3128","http","837","3123","2023-01-18T20:09:08.815Z","99","777","782"
"203.202.249.2","anonymous","AS24323","BD","Aamra Networks Limited","173","Aamra Networks Limited","8080","http","432","399","2023-01-18T20:09:08.998Z","99","738","748"
"177.47.207.243","elite","AS262470","BR","Pontenet Teleinformática Ltda.","229","Pontenet Teleinformática Ltda","8080","socks4","144","1","2023-01-18T20:09:08.889Z","55","442","805"
"185.245.38.200","elite","AS204623","RU","OOO New Line","49","OOO New Line","4145","socks4","143","1","2023-01-18T20:09:08.247Z","83","616","740"
"36.93.157.49","elite","AS7713","ID","Telekomunikasi Indonesia","182","HSI Indihome","5678","socks4","115","1","2023-01-18T20:09:08.638Z","93","762","820"
"102.66.234.74","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","235","Herotel","5678","socks4","133","1","2023-01-18T20:09:08.382Z","65","535","821"
"189.85.112.20","elite","AS270540","BR","WEBNET Telecom","221","WEBNET Telecom","7497","socks5","167","1","2023-01-18T20:09:08.357Z","99","777","781"
"185.105.237.129","elite","AS212248","IR","Abolfazl-Shirdel","20","Abolfazl-Shirdel","808","socks5","43","1","2023-01-18T20:09:08.910Z","100","752","754"
"206.192.226.90","elite","AS25899","US","LS Networks","164","LS Networks","39593","socks4","408","1","2023-01-18T20:09:08.082Z","100","857","858"
"38.127.173.131","elite","AS174","US","Cogent Communications","82","Torlandia Trading SRL","12697","socks5","83","1","2023-01-18T20:09:08.481Z","100","807","809"
"36.83.78.197","elite","AS7713","ID","PT. TELKOM INDONESIA","195","N/A","8080","socks4","90","3","2023-01-18T20:09:08.889Z","74","561","761"
"14.161.17.4","elite","AS45899","VN","VNPT","209","Vietnam Posts and Telecommunications Group","4153","socks4","53","1","2023-01-18T20:09:08.909Z","100","859","862"
"115.85.86.114","elite","AS23953","ID","Sudirman Central Business District","193","N/A","5678","socks4","423","1","2023-01-18T20:09:08.206Z","98","775","788"
"190.180.35.149","elite","AS25620","BO","Cotas Ltda.","194","Cablemodem-ip-dinamica - Generico IP Cmts HMC","5678","socks4","103","1","2023-01-18T20:09:08.565Z","99","843","851"
"114.5.199.220","anonymous","AS4761","ID","PT. INDOSAT Tbk","220","PT. INDOSAT Tbk","8080","http","282","782","2023-01-18T20:09:08.815Z","99","734","745"
"37.187.123.217","elite","AS16276","FR","OVH SAS","5","OVH SAS","80","http","440","56","2023-01-18T20:09:08.151Z","100","805","805"
"123.120.54.114","elite","AS4808","CN","China Unicom Beijing Province Network","240","N/A","28890","socks4","411","1","2023-01-18T20:09:07.227Z","99","798","808"
"157.100.56.94","elite","AS264668","EC","Nedetel S.A.","173","Nedetel S.A","1080","socks4","182","1","2023-01-18T20:09:07.456Z","90","739","825"
"172.67.253.69","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","228","1","2023-01-18T20:09:07.663Z","100","861","862"
"209.169.132.84","elite","AS46618","CA","Cogeco Connexion inc","101","Cogeco Connexion inc","4145","socks4","692","1","2023-01-18T20:09:07.051Z","97","838","862"
"61.7.138.170","elite","AS131090","TH","CAT Telecom Public Company Limited","168","National Telecom Public Company Limited","5678","socks4","164","1","2023-01-18T20:09:07.067Z","81","639","786"
"186.201.31.189","elite","AS10429","BR","Vivo","208","TELEF�NICA BRASIL S.A","4145","socks4","426","1","2023-01-18T20:09:07.178Z","99","841","848"
"45.112.125.52","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks4","285","1","2023-01-18T20:09:07.324Z","100","839","842"
"103.240.33.185","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","132","Vihaan","8291","socks4","221","1","2023-01-18T20:09:07.661Z","99","816","826"
"103.9.114.194","elite","AS58601","BD","Aamra Technologies Limited","181","N/A","39204","socks4","245","1","2023-01-18T20:09:07.326Z","97","838","861"
"109.238.222.1","elite","AS48574","CZ","Planet A, a.s.","27","PLANET","4153","socks4","432","1","2023-01-18T20:09:07.227Z","99","802","807"
"45.77.161.73","elite","AS20473","US","The Constant Company","102","Vultr Holdings, LLC","10014","socks4","668","1","2023-01-18T20:09:07.053Z","48","410","862"
"103.95.97.186","elite","AS136759","BD","Cosmopolitan Communications Limited","279","Cosmopolitan Communications Limited","31244","socks4","269","1","2023-01-18T20:09:07.468Z","96","830","863"
"104.21.6.88","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","281","1","2023-01-18T20:09:07.999Z","100","817","818"
"79.151.16.40","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","40","N/A","5678","socks4","272","1","2023-01-18T20:09:07.325Z","100","828","828"
"89.218.5.106","elite","AS9198","KZ","JSC Kazakhtelecom","109","IP Paypoint","50733","socks4","110","1","2023-01-18T20:09:07.457Z","96","814","852"
"103.47.93.234","elite","AS134058","IN","Broban Internet Services Pvt.ltd","218","Broban  PVT Ltd.","1080","socks4","479","1","2023-01-18T20:09:07.108Z","100","823","823"
"27.157.203.89","elite","AS4134","CN","Chinanet","208","Chinanet FJ","53309","socks4","69","1","2023-01-18T20:09:07.109Z","82","688","841"
"103.76.172.230","elite","AS9341","ID","ICONPLN","173","N/A","4153","socks4","192","1","2023-01-18T20:09:07.005Z","93","805","861"
"180.210.222.157","elite","AS134128","BD","Mega Speed","183","N/A","1080","socks4","269","1","2023-01-18T20:09:07.398Z","100","859","863"
"103.38.102.243","elite","AS38524","ID","LAXONET","178","N/A","5678","socks4","137","1","2023-01-18T20:09:06.027Z","97","837","863"
"181.3.68.88","elite","AS7303","AR","Telecom Argentina S.A.","246","Telecom Personal Bs","1080","socks5","407","1","2023-01-18T20:09:06.487Z","47","360","766"
"139.59.90.148","elite","AS14061","IN","DIGITALOCEAN","150","DigitalOcean, LLC","57592","socks4","353","1","2023-01-18T20:09:06.958Z","100","858","858"
"37.120.192.154","elite","AS9009","NL","M247 Europe SRL","11","M247 LTD","8080","socks5","544","6","2023-01-18T20:09:06.734Z","100","819","820"
"91.205.129.154","elite","AS47895","RU","LTD \"Erline\"","82","R-Line Ltd","36931","socks4","466","1","2023-01-18T20:09:06.839Z","98","765","784"
"113.204.4.142","elite","AS4837","CN","CNC Group CHINA169 Chongqing Province Network","256","N/A","10800","socks4","525","1","2023-01-18T20:09:06.979Z","99","857","862"
"206.189.118.100","elite","AS14061","GB","DigitalOcean, LLC","12","DigitalOcean, LLC","13958","socks4","179","1","2023-01-18T20:09:06.885Z","100","760","760"
"85.116.120.106","elite","AS12389","RU","JSC \"Uralsvyazinform\" Chelyabinsk","90","N/A","3629","socks4","126","1","2023-01-18T20:09:06.031Z","99","783","788"
"172.67.3.108","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","478","1","2023-01-18T20:09:06.809Z","100","741","741"
"104.18.44.93","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","456","1","2023-01-18T20:09:06.810Z","100","747","747"
"43.134.164.228","elite","AS132203","SG","Aceville Pte.ltd","323","N/A","443","socks5","294","1","2023-01-18T20:09:06.483Z","76","634","832"
"66.29.129.56","elite","AS22612","US","Namecheap, Inc.","137","Namecheap, Inc.","15124","socks4","818","1","2023-01-18T20:09:05.762Z","100","743","745"
"115.242.248.222","elite","AS55836","IN","Reliance Jio Infocomm Limited","155","Reliance Communication Ltd","5678","socks4","295","1","2023-01-18T20:09:05.766Z","100","782","782"
"139.60.231.35","elite","AS62642","US","Bigleaf Networks","161","ITDreamwire, LLC","47255","socks4","1082","1","2023-01-18T20:09:05.650Z","94","750","799"
"193.56.118.1","elite","AS200370","IR","Farzanegan Pars Communications Company PJS","91","Farzanegan Pars Communications Company PJS","1080","socks4","259","1","2023-01-18T20:09:05.406Z","99","766","775"
"47.243.190.17","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","260","Alibaba.com LLC","8000","socks5","195","1","2023-01-18T20:09:05.767Z","78","606","777"
"221.2.84.42","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","213","Feixian ShiFan College","10800","socks4","391","16","2023-01-18T20:09:05.653Z","99","797","803"
"194.44.74.118","elite","AS3255","UA","UARNET-RIVNE","44","UARNet Rivne","1080","socks4","366","1","2023-01-18T20:09:05.764Z","96","826","863"
"159.223.163.14","elite","AS14061","US","DigitalOcean, LLC","83","DigitalOcean, LLC","55894","socks4","1350","1","2023-01-18T20:09:05.257Z","100","858","858"
"181.15.154.156","elite","AS7303","AR","Telecom Argentina S.A","263","Municipalidad De Posadas","52033","socks4","512","1","2023-01-18T20:09:05.763Z","99","856","863"
"188.165.255.116","anonymous","AS16276","FR","OVH SAS","4","OVH ISP","3128","http","471","475","2023-01-18T20:09:05.056Z","100","766","766"
"177.105.68.232","elite","AS262637","BR","Netprimus Tecnologia Ltda","188","Netprimus Tecnologia Ltda","4153","socks4","557","1","2023-01-18T20:09:05.762Z","100","783","785"
"170.254.255.234","elite","AS52584","BR","Connect Fibra","206","Connect Fibra","45816","socks4","1097","1","2023-01-18T20:09:05.260Z","96","766","798"
"154.113.86.17","elite","AS37282","NG","Mainone Cable Company","128","MaiOne SME","5678","socks4","1336","1","2023-01-18T20:09:05.256Z","100","775","776"
"36.89.85.49","elite","AS7713","ID","PT. Telekomunikasi Indonesia","184","Telekomunikasi Indonesia","5678","socks4","136","1","2023-01-18T20:09:05.810Z","97","833","862"
"27.19.223.228","elite","AS58563","CN","CHINANET Hubei province network","215","Chinanet HB","44844","socks4","380","1","2023-01-18T20:09:05.450Z","98","737","752"
"186.251.255.113","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","216","Seanet Telecom Carazinho Eireli","31337","socks4","324","1","2023-01-18T20:09:05.765Z","100","780","781"
"103.109.56.209","elite","AS137449","BD","Skynet Chowmuhani","182","N/A","1080","socks4","284","1","2023-01-18T20:09:05.766Z","99","846","857"
"201.234.24.89","elite","AS265758","AR","Cooperativa De Obras Y Servicios Publicos De Despenaderos Limitada","226","Level 3 Argentina S.A","4153","socks4","422","1","2023-01-18T20:09:05.767Z","100","815","817"
"114.242.116.62","elite","AS4808","CN","China Unicom Beijing province network","250","N/A","4145","socks4","863","1","2023-01-18T20:09:05.760Z","99","848","858"
"185.238.228.96","elite","AS209242","ES","Cloudflare London, LLC","1","Cloudflare","80","socks4","661","1","2023-01-18T20:09:05.097Z","100","759","759"
"36.37.107.210","elite","AS4800","ID","LINTASARTA","197","N/A","4153","socks4","400","1","2023-01-18T20:09:05.655Z","92","684","744"
"138.197.138.160","elite","AS14061","CA","DigitalOcean, LLC","94","DigitalOcean, LLC","10181","socks5","1117","1","2023-01-18T20:09:05.259Z","100","861","863"
"222.129.36.1","elite","AS4808","CN","China Unicom Beijing Province Network","234","N/A","4145","socks4","280","1","2023-01-18T20:09:05.653Z","97","748","772"
"202.180.20.114","elite","AS38758","ID","PT. HIPERNET INDODATA","208","Hipernet Indodata PT","1080","socks4","270","1","2023-01-18T20:09:05.766Z","100","843","844"
"103.79.96.194","elite","AS64308","ID","PT IndoDev Niaga Internet","195","PT IndoDev Niaga Internet","4153","socks4","1094","1","2023-01-18T20:09:05.649Z","99","847","852"
"203.205.35.201","elite","AS45903","VN","CMC Telecom Infrastructure Company","251","CMC Telecom Infrastructure Company","4145","socks4","310","1","2023-01-18T20:09:05.765Z","99","789","797"
"93.171.224.43","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","56","PE TV and Radio Company Kentavr-TV","4153","socks4","234","1","2023-01-18T20:09:05.356Z","98","850","863"
"182.52.63.95","elite","AS23969","TH","TOT Public Company Limited","152","Addresses for","4153","socks4","640","1","2023-01-18T20:09:05.408Z","100","861","862"
"188.255.244.65","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","36","Orion Telekom Tim d.o.o.Beograd","1080","socks4","1126","2","2023-01-18T20:09:05.259Z","100","858","858"
"218.1.200.244","elite","AS4812","CN","China Telecom","175","N/A","57114","socks5","242","1","2023-01-18T20:09:05.853Z","35","280","804"
"202.165.32.249","elite","AS17538","ID","Circlecom","194","N/A","5678","socks4","827","1","2023-01-18T20:09:05.761Z","99","842","848"
"91.222.147.56","elite","AS197479","PL","\"GREFNET\" Miroslaw Grefkowicz","420","\"GREFNET\" Miroslaw Grefkowicz","5678","socks4","1293","1","2023-01-18T20:09:05.258Z","98","849","862"
"178.252.197.64","elite","AS24689","RU","JSC Rosintel","61","JSC \"Rosintel\"","4153","socks4","679","1","2023-01-18T20:09:05.355Z","98","848","862"
"66.33.212.161","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","15891","socks4","379","1","2023-01-18T20:09:05.763Z","100","845","845"
"185.6.10.41","elite","AS12552","SE","GlobalConnect AB","35","Internet Vikings International AB","28150","socks5","449","1","2023-01-18T20:09:05.353Z","100","799","801"
"103.66.232.169","elite","AS134014","IN","NET 4 U SERVICES","193","N/A","4145","socks4","1214","1","2023-01-18T20:09:04.891Z","100","809","811"
"103.242.104.244","elite","AS58821","ID","PT Lintas Jaringan Nusantara","173","PT Lintas Jaringan Nusantara","5678","socks4","872","1","2023-01-18T20:09:04.114Z","98","816","829"
"91.92.80.199","elite","AS39251","BG","NETGUARD Ltd.","42","Flashnet","4145","socks4","324","1","2023-01-18T20:09:04.427Z","98","846","863"
"181.115.36.148","elite","AS14754","HN","Telgua","143","SERCOM de Honduras","5678","socks4","1237","1","2023-01-18T20:09:04.890Z","97","787","810"
"72.52.131.65","elite","AS32244","US","Liquid Web, L.L.C","99","SourceDNS","80","socks5","847","1","2023-01-18T20:09:04.255Z","98","813","827"
"183.88.240.53","elite","AS45629","TH","Triple T Broadband Public Company Limited","202","Triple T Broadband Public Company Limited","4145","socks4","1005","1","2023-01-18T20:09:04.105Z","57","492","856"
"103.23.101.193","elite","AS58400","ID","Universitas Negeri Semarang, y","173","UNNES","4145","socks4","532","1","2023-01-18T20:09:04.115Z","100","846","847"
"41.190.147.158","elite","AS30844","UG","Maintainer Liquid Telecommunications Operations Limited","172","Liquid Telecommunications Operations Limited","33409","socks4","1289","1","2023-01-18T20:09:04.640Z","93","805","861"
"117.24.80.53","elite","AS4134","CN","Chinanet","191","Chinanet FJ","3829","socks4","939","1","2023-01-18T20:09:04.632Z","91","675","741"
"45.7.177.241","elite","AS266626","BR","Litoral Telecom","196","Litoral Telecom","39867","socks4","1157","1","2023-01-18T20:09:04.631Z","99","831","840"
"180.183.134.72","elite","AS45629","TH","Triple T Broadband Public Company Limited","150","Triple T Broadband Public Company Limited","8080","socks4","977","1","2023-01-18T20:09:04.106Z","99","731","739"
"89.171.116.65","elite","AS12741","PL","NETIA","42","N/A","65000","socks4","1091","1","2023-01-18T20:09:04.103Z","100","862","862"
"117.241.134.235","elite","AS9829","IN","BSNL Internet","165","N/A","5678","socks4","1051","1","2023-01-18T20:09:04.104Z","99","816","824"
"103.79.96.218","elite","AS64308","ID","PT IndoDev Niaga Internet","192","PT IndoDev Niaga Internet","4153","socks4","1064","1","2023-01-18T20:09:04.104Z","99","842","847"
"190.110.165.124","elite","AS27901","CL","Pacifico Cable SPA.","197","Pacifico Cable SPA","5678","socks4","458","1","2023-01-18T20:09:04.899Z","99","757","766"
"77.46.138.33","elite","AS8400","RS","TELEKOM-SRBIJA","37","N/A","33608","socks4","1225","1","2023-01-18T20:09:04.891Z","100","857","857"
